#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-02T18:27:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dbdc9ad607b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/810/71&tab:{J/ApJ/810/71/table3}&key:source=J/ApJ/810/71&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/71/table3
#-order=I
#-out=ID
#-out=HRG14
#-out=RAJ2000
#-out=DEJ2000
#-out=zphot
#-out=b_zphot
#-out=B_zphot
#-out=1500Mag
#-out=b_1500Mag
#-out=B_1500Mag
#

#RESOURCE=yCat_18100071
#Name: J/ApJ/810/71
#Title: UV mag of candidate galaxies at 3~<z~<8.5 (Finkelstein+, 2015)
#Table	J_ApJ_810_71_table3:
#Name: J/ApJ/810/71/table3
#Title: Catalog of candidate galaxies at 3.5~<z~<8.5
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	ID	(a19)	Catalog identifier	[ucd=meta.id]
#Column	HRG14	(A25)	IAU designation (JHHMMSS.ss+DDMMSS.s) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zphot	(F5.2)	[2.8/8.4] Photometric redshift	[ucd=src.redshift]
#Column	b_zphot	(F5.2)	[0.2/8] Lower 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	B_zphot	(F5.2)	[3.5/9.7] Upper 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	1500Mag	(F6.2)	[-22.8/-15.4] Absolute AB magnitude at 1500 Angstroms	[ucd=phys.magAbs]
#Column	b_1500Mag	(F6.2)	[-23/-16] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
#Column	B_1500Mag	(F6.2)	[-22.7/-15] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
_RAJ2000;_DEJ2000;ID;HRG14;RAJ2000;DEJ2000;zphot;b_zphot;B_zphot;1500Mag;b_1500Mag;B_1500Mag
053.16408194;-27.75231000;z5_GSD_2347        ;HRG14 J033239.38-274508.3;053.164082;-27.752310; 4.56; 0.74; 5.08;-18.97;-19.44;-18.65
053.06546389;-27.87468306;z5_GSD_35823       ;HRG14 J033215.71-275228.9;053.065464;-27.874683; 4.57; 4.40; 4.71;-20.20;-20.32;-20.06
053.09035111;-27.79722611;z5_GSD_15397       ;HRG14 J033221.68-274750.0;053.090351;-27.797226; 4.57; 4.41; 4.74;-19.46;-19.56;-19.30
053.19836389;-27.74019111;z5_GSD_733         ;HRG14 J033247.61-274424.7;053.198364;-27.740191; 4.57; 4.39; 4.76;-19.97;-20.09;-19.83
053.21322306;-27.80780611;z5_GSD_18812       ;HRG14 J033251.17-274828.1;053.213223;-27.807806; 4.57; 3.99; 5.22;-19.57;-19.97;-19.37
053.06952694;-27.80799111;z5_GSD_18886       ;HRG14 J033216.69-274828.8;053.069527;-27.807991; 4.58; 4.18; 4.82;-19.38;-19.62;-19.14
053.19817389;-27.83603111;z5_GSD_27966       ;HRG14 J033247.56-275009.7;053.198174;-27.836031; 4.58; 4.46; 4.69;-20.35;-20.41;-20.22
053.20645111;-27.83555000;z5_GSD_27834       ;HRG14 J033249.55-275008.0;053.206451;-27.835550; 4.58; 0.99; 6.03;-17.98;-18.55;-17.48
053.03100611;-27.82321389;z5_GSD_23716       ;HRG14 J033207.44-274923.6;053.031006;-27.823214; 4.58; 4.41; 4.84;-20.32;-20.49;-20.17
053.09172389;-27.77858000;z5_GSD_9044        ;HRG14 J033222.01-274642.9;053.091724;-27.778580; 4.58; 4.47; 4.68;-21.50;-21.51;-21.38
053.19421000;-27.81821806;z5_GSD_22167       ;HRG14 J033246.61-274905.6;053.194210;-27.818218; 4.58; 0.81; 4.78;-19.55;-19.70;-19.30
053.10142111;-27.84644694;z5_GSD_30911       ;HRG14 J033224.34-275047.2;053.101421;-27.846447; 4.59; 4.33; 4.88;-20.32;-20.56;-20.23
053.20190806;-27.79954306;z5_GSD_16223       ;HRG14 J033248.46-274758.4;053.201908;-27.799543; 4.59; 0.77; 4.98;-18.42;-18.63;-18.05
053.08757806;-27.80596194;z5_GSD_18248       ;HRG14 J033221.02-274821.5;053.087578;-27.805962; 4.60; 0.79; 4.86;-19.99;-20.16;-19.78
053.06741694;-27.80538694;z5_GSD_18044       ;HRG14 J033216.18-274819.4;053.067417;-27.805387; 4.60; 0.86; 4.75;-20.35;-20.46;-20.14
053.17536500;-27.84405694;z5_GSD_30329       ;HRG14 J033242.09-275038.6;053.175365;-27.844057; 4.60; 4.26; 4.78;-19.05;-19.16;-18.79
053.19218389;-27.83754194;z5_GSD_28503       ;HRG14 J033246.12-275015.1;053.192184;-27.837542; 4.60; 0.75; 4.84;-19.21;-19.41;-18.75
053.16704194;-27.84711111;z5_GSD_31084       ;HRG14 J033240.09-275049.6;053.167042;-27.847111; 4.60; 4.47; 4.71;-20.24;-20.27;-20.11
053.06626111;-27.86939611;z5_GSD_35457       ;HRG14 J033215.90-275209.8;053.066261;-27.869396; 4.60; 4.41; 4.86;-20.26;-20.44;-20.15
053.15424694;-27.75234000;z5_GSD_2352        ;HRG14 J033237.02-274508.4;053.154247;-27.752340; 4.61; 0.69; 5.01;-18.83;-19.24;-18.56
053.09448611;-27.76848194;z5_GSD_6014        ;HRG14 J033222.68-274606.5;053.094486;-27.768482; 4.61; 4.37; 4.88;-19.99;-20.18;-19.80
053.17600306;-27.75146889;z5_GSD_2240        ;HRG14 J033242.24-274505.3;053.176003;-27.751469; 4.62; 0.71; 4.87;-19.11;-19.34;-18.89
053.08254611;-27.86674694;z5_GSD_34874       ;HRG14 J033219.81-275200.3;053.082546;-27.866747; 4.62; 1.50; 5.47;-19.03;-19.86;-18.31
053.06416694;-27.81061194;z5_GSD_20427       ;HRG14 J033215.40-274838.2;053.064167;-27.810612; 4.62; 4.46; 4.76;-20.17;-20.22;-20.00
053.10809694;-27.76743111;z5_GSD_5726        ;HRG14 J033225.94-274602.8;053.108097;-27.767431; 4.63; 4.01; 5.08;-19.42;-19.70;-19.07
053.06501389;-27.78574389;z5_GSD_11528       ;HRG14 J033215.60-274708.7;053.065014;-27.785744; 4.63; 4.29; 4.85;-19.31;-19.38;-18.98
053.06686389;-27.85816611;z5_GSD_33528       ;HRG14 J033216.05-275129.4;053.066864;-27.858166; 4.63; 0.81; 5.05;-20.12;-20.45;-20.04
053.06912611;-27.87676194;z5_GSD_36003       ;HRG14 J033216.59-275236.3;053.069126;-27.876762; 4.63; 4.23; 4.91;-18.72;-19.02;-18.52
053.03514500;-27.77484306;z5_GSD_7935        ;HRG14 J033208.43-274629.4;053.035145;-27.774843; 4.63; 4.24; 4.84;-19.42;-19.54;-19.16
053.06913806;-27.78161611;z5_GSD_10086       ;HRG14 J033216.59-274653.8;053.069138;-27.781616; 4.63; 0.75; 4.99;-20.08;-20.35;-19.83
053.17255000;-27.81371111;z5_GSD_20728       ;HRG14 J033241.41-274849.4;053.172550;-27.813711; 4.63; 4.51; 4.71;-20.63;-20.68;-20.52
053.12396611;-27.86213306;z5_GSD_33833       ;HRG14 J033229.75-275143.7;053.123966;-27.862133; 4.64; 3.94; 4.96;-19.13;-19.36;-18.89
053.20140500;-27.76081500;z5_GSD_4171        ;HRG14 J033248.34-274538.9;053.201405;-27.760815; 4.64; 4.50; 4.76;-19.86;-19.89;-19.71
053.09441389;-27.80969194;z5_GSD_19416       ;HRG14 J033222.66-274834.9;053.094414;-27.809692; 4.64; 4.50; 4.81;-19.86;-19.88;-19.68
053.10098306;-27.81007806;z5_GSD_19543       ;HRG14 J033224.24-274836.3;053.100983;-27.810078; 4.64; 4.37; 4.89;-19.38;-19.60;-19.19
053.08440000;-27.76602611;z5_GSD_4644        ;HRG14 J033220.26-274557.7;053.084400;-27.766026; 4.64; 4.40; 5.02;-20.73;-20.99;-20.59
053.17227194;-27.81197694;z5_GSD_20169       ;HRG14 J033241.35-274843.1;053.172272;-27.811977; 4.64; 4.49; 4.79;-20.16;-20.26;-20.04
053.07426806;-27.83375194;z5_GSD_27220       ;HRG14 J033217.82-275001.5;053.074268;-27.833752; 4.64; 4.05; 4.92;-19.94;-20.16;-19.75
053.07895306;-27.85548389;z5_GSD_32984       ;HRG14 J033218.95-275119.7;053.078953;-27.855484; 4.64; 0.77; 5.06;-18.89;-19.18;-18.48
053.19603306;-27.74350694;z5_GSD_1086        ;HRG14 J033247.05-274436.6;053.196033;-27.743507; 4.65; 4.46; 4.84;-19.92;-20.05;-19.75
053.05476389;-27.79535306;z5_GSD_14820       ;HRG14 J033213.14-274743.3;053.054764;-27.795353; 4.65; 1.08; 4.96;-18.57;-18.87;-18.09
053.06419806;-27.87403694;z5_GSD_35762       ;HRG14 J033215.41-275226.5;053.064198;-27.874037; 4.66; 4.55; 4.76;-20.42;-20.45;-20.29
053.07360806;-27.87669000;z5_GSD_35990       ;HRG14 J033217.67-275236.1;053.073608;-27.876690; 4.66; 4.44; 4.90;-20.89;-21.03;-20.79
053.05070111;-27.83326111;z5_GSD_27045       ;HRG14 J033212.17-274959.7;053.050701;-27.833261; 4.66; 0.77; 4.82;-20.02;-20.12;-19.77
053.06403000;-27.87194111;z5_GSD_35562       ;HRG14 J033215.37-275219.0;053.064030;-27.871941; 4.66; 3.66; 4.86;-19.66;-19.74;-19.33
053.03263889;-27.81934500;z5_GSD_22528       ;HRG14 J033207.83-274909.6;053.032639;-27.819345; 4.66; 4.27; 4.86;-19.60;-19.69;-19.29
053.09570694;-27.77473611;z5_GSD_7684        ;HRG14 J033222.97-274629.1;053.095707;-27.774736; 4.67; 4.46; 5.02;-21.00;-21.23;-20.92
053.11317806;-27.86027694;z5_GSD_34173       ;HRG14 J033227.16-275137.0;053.113178;-27.860277; 4.67; 4.12; 5.03;-18.70;-18.97;-18.49
053.20265611;-27.78027500;z5_GSD_9660        ;HRG14 J033248.64-274649.0;053.202656;-27.780275; 4.67; 4.39; 5.02;-19.54;-19.75;-19.35
053.19708306;-27.82785806;z5_GSD_25221       ;HRG14 J033247.30-274940.3;053.197083;-27.827858; 4.67; 3.86; 5.09;-19.44;-19.67;-19.06
053.14625889;-27.85703306;z5_GSD_33416       ;HRG14 J033235.10-275125.3;053.146259;-27.857033; 4.67; 4.53; 4.89;-20.22;-20.41;-20.12
053.10991306;-27.80404500;z5_GSD_17639       ;HRG14 J033226.38-274814.6;053.109913;-27.804045; 4.67; 4.24; 4.93;-19.88;-20.02;-19.64
053.18530306;-27.79074500;z5_GSD_13264       ;HRG14 J033244.47-274726.7;053.185303;-27.790745; 4.67; 4.32; 4.89;-19.73;-19.89;-19.47
053.18234306;-27.84456111;z5_GSD_30533       ;HRG14 J033243.76-275040.4;053.182343;-27.844561; 4.67; 1.39; 5.16;-18.56;-18.99;-18.20
053.05318500;-27.85004000;z5_GSD_31798       ;HRG14 J033212.76-275100.1;053.053185;-27.850040; 4.67; 4.41; 4.91;-19.77;-19.83;-19.47
053.09534500;-27.79098889;z5_GSD_13326       ;HRG14 J033222.88-274727.6;053.095345;-27.790989; 4.67; 4.58; 4.77;-21.45;-21.51;-21.38
053.06493806;-27.77775611;z5_GSD_8837        ;HRG14 J033215.59-274639.9;053.064938;-27.777756; 4.68; 0.74; 4.89;-18.94;-19.10;-18.64
053.04441500;-27.79506111;z5_GSD_14687       ;HRG14 J033210.66-274742.2;053.044415;-27.795061; 4.68; 1.22; 4.93;-18.67;-18.85;-18.29
053.10551111;-27.75906389;z5_GSD_3806        ;HRG14 J033225.32-274532.6;053.105511;-27.759064; 4.69; 4.35; 4.97;-18.88;-19.14;-18.71
053.15635694;-27.75560806;z5_GSD_3031        ;HRG14 J033237.53-274520.2;053.156357;-27.755608; 4.69; 3.53; 4.92;-18.92;-19.02;-18.54
053.06292000;-27.86836806;z5_GSD_35139       ;HRG14 J033215.10-275206.1;053.062920;-27.868368; 4.69; 0.85; 5.07;-18.45;-18.91;-18.07
053.05142194;-27.80575000;z5_GSD_18181       ;HRG14 J033212.34-274820.7;053.051422;-27.805750; 4.69; 4.43; 4.94;-19.50;-19.63;-19.30
053.16776306;-27.84085306;z5_GSD_29268       ;HRG14 J033240.26-275027.1;053.167763;-27.840853; 4.70; 4.44; 4.85;-20.04;-20.16;-19.90
053.08173806;-27.82489194;z5_GSD_24272       ;HRG14 J033219.62-274929.6;053.081738;-27.824892; 4.70; 4.07; 5.04;-18.50;-18.81;-18.31
053.11768000;-27.86645306;z5_GSD_34886       ;HRG14 J033228.24-275159.2;053.117680;-27.866453; 4.70; 0.90; 5.14;-19.66;-20.11;-19.52
053.09137694;-27.75919194;z5_GSD_3824        ;HRG14 J033221.93-274533.1;053.091377;-27.759192; 4.70; 4.53; 5.08;-20.51;-20.86;-20.48
053.06363306;-27.80465111;z5_GSD_17864       ;HRG14 J033215.27-274816.7;053.063633;-27.804651; 4.71; 4.23; 5.13;-18.90;-19.15;-18.56
053.04768806;-27.79406500;z5_GSD_14314       ;HRG14 J033211.45-274738.6;053.047688;-27.794065; 4.71; 4.58; 5.00;-20.69;-20.92;-20.63
053.21436306;-27.78482194;z5_GSD_11223       ;HRG14 J033251.45-274705.4;053.214363;-27.784822; 4.71; 0.78; 5.18;-19.34;-19.66;-18.88
053.18685889;-27.84145000;z5_GSD_29490       ;HRG14 J033244.85-275029.2;053.186859;-27.841450; 4.71; 4.59; 4.91;-20.53;-20.68;-20.46
053.20233889;-27.77906611;z5_GSD_9246        ;HRG14 J033248.56-274644.6;053.202339;-27.779066; 4.71; 3.98; 4.92;-18.83;-18.89;-18.46
053.14839194;-27.84727111;z5_GSD_31130       ;HRG14 J033235.61-275050.2;053.148392;-27.847271; 4.72; 4.33; 4.96;-19.71;-19.80;-19.42
053.12906306;-27.76735306;z5_GSD_5680        ;HRG14 J033230.98-274602.5;053.129063;-27.767353; 4.72; 4.49; 4.91;-19.50;-19.65;-19.37
053.11986194;-27.82201000;z5_GSD_23335       ;HRG14 J033228.77-274919.2;053.119862;-27.822010; 4.72; 4.50; 4.95;-19.25;-19.36;-19.05
053.21031611;-27.78909306;z5_GSD_12731       ;HRG14 J033250.48-274720.7;053.210316;-27.789093; 4.72; 4.46; 4.94;-18.67;-18.82;-18.46
053.04682889;-27.84064111;z5_GSD_29337       ;HRG14 J033211.24-275026.3;053.046829;-27.840641; 4.73; 4.55; 5.04;-20.68;-20.84;-20.54
053.10941306;-27.79238500;z5_GSD_13843       ;HRG14 J033226.26-274732.6;053.109413;-27.792385; 4.73; 4.52; 4.96;-19.73;-19.89;-19.66
053.07357000;-27.78586806;z5_GSD_11463       ;HRG14 J033217.66-274709.1;053.073570;-27.785868; 4.73; 4.50; 4.87;-20.53;-20.61;-20.39
053.17782611;-27.82768194;z5_GSD_25099       ;HRG14 J033242.68-274939.7;053.177826;-27.827682; 4.73; 4.47; 4.90;-20.40;-20.46;-20.21
053.05938694;-27.80527500;z5_GSD_18028       ;HRG14 J033214.25-274819.0;053.059387;-27.805275; 4.73; 1.05; 6.25;-18.15;-18.70;-17.57
053.02100389;-27.79490306;z5_GSD_14675       ;HRG14 J033205.04-274741.7;053.021004;-27.794903; 4.74; 0.77; 4.88;-19.53;-19.71;-19.20
053.10540806;-27.75578694;z5_GSD_3074        ;HRG14 J033225.30-274520.8;053.105408;-27.755787; 4.74; 1.06; 5.14;-19.11;-19.47;-18.80
053.18569611;-27.79203389;z5_GSD_13726       ;HRG14 J033244.57-274731.3;053.185696;-27.792034; 4.74; 4.55; 4.95;-20.06;-20.20;-19.92
053.20166000;-27.78359000;z5_GSD_10796       ;HRG14 J033248.40-274700.9;053.201660;-27.783590; 4.74; 4.37; 5.02;-18.88;-19.14;-18.69
053.10446194;-27.76308306;z5_GSD_4946        ;HRG14 J033225.07-274547.1;053.104462;-27.763083; 4.74; 4.58; 5.02;-19.93;-20.12;-19.85
053.03138694;-27.78470389;z5_GSD_11171       ;HRG14 J033207.53-274704.9;053.031387;-27.784704; 4.75; 4.57; 4.92;-19.82;-19.92;-19.65
053.07077806;-27.85645306;z5_GSD_33149       ;HRG14 J033216.99-275123.2;053.070778;-27.856453; 4.75; 4.63; 4.84;-21.40;-21.47;-21.32
053.13287389;-27.80637694;z5_GSD_18379       ;HRG14 J033231.89-274823.0;053.132874;-27.806377; 4.76; 4.62; 4.94;-19.90;-20.01;-19.77
053.08150500;-27.84704389;z5_GSD_31070       ;HRG14 J033219.56-275049.4;053.081505;-27.847044; 4.76; 4.60; 4.94;-19.67;-19.77;-19.54
053.19807806;-27.79871389;z5_GSD_15904       ;HRG14 J033247.54-274755.4;053.198078;-27.798714; 4.76; 4.62; 4.97;-20.05;-20.25;-19.99
053.08858500;-27.77904889;z5_GSD_9836        ;HRG14 J033221.26-274644.6;053.088585;-27.779049; 4.77; 4.03; 5.05;-18.70;-18.90;-18.46
053.19405694;-27.76904500;z5_GSD_6114        ;HRG14 J033246.57-274608.6;053.194057;-27.769045; 4.77; 4.16; 5.04;-18.85;-19.04;-18.53
053.09095000;-27.83426306;z5_GSD_27403       ;HRG14 J033221.83-275003.3;053.090950;-27.834263; 4.77; 4.62; 4.96;-19.78;-19.89;-19.65
053.09039306;-27.76168806;z5_GSD_4335        ;HRG14 J033221.69-274542.1;053.090393;-27.761688; 4.77; 4.62; 4.96;-19.99;-20.09;-19.84
053.09750389;-27.77389694;z5_GSD_7547        ;HRG14 J033223.40-274626.0;053.097504;-27.773897; 4.77; 4.64; 4.94;-20.43;-20.52;-20.30
053.07339111;-27.79815306;z5_GSD_16595       ;HRG14 J033217.61-274753.4;053.073391;-27.798153; 4.78; 1.25; 5.13;-18.99;-19.29;-18.58
053.19519806;-27.81843389;z5_GSD_22234       ;HRG14 J033246.85-274906.4;053.195198;-27.818434; 4.79; 0.81; 5.08;-18.71;-18.99;-18.34
053.12236806;-27.78499389;z5_GSD_11416       ;HRG14 J033229.37-274706.0;053.122368;-27.784994; 4.79; 4.01; 5.00;-19.51;-19.64;-19.29
053.17128000;-27.75335306;z5_GSD_2559        ;HRG14 J033241.11-274512.1;053.171280;-27.753353; 4.79; 4.62; 4.98;-20.14;-20.30;-20.06
053.08834500;-27.77296611;z5_GSD_7303        ;HRG14 J033221.20-274622.7;053.088345;-27.772966; 4.79; 4.01; 5.11;-18.86;-19.05;-18.39
053.20771000;-27.80500611;z5_GSD_17941       ;HRG14 J033249.85-274818.0;053.207710;-27.805006; 4.79; 3.74; 5.03;-18.93;-19.12;-18.66
053.09353611;-27.79615389;z5_GSD_15071       ;HRG14 J033222.45-274746.2;053.093536;-27.796154; 4.79; 4.50; 4.98;-20.04;-20.19;-19.88
053.06105389;-27.80071389;z5_GSD_16588       ;HRG14 J033214.65-274802.6;053.061054;-27.800714; 4.80; 4.27; 5.27;-19.16;-19.30;-18.78
053.08478889;-27.78502111;z5_GSD_11280       ;HRG14 J033220.35-274706.1;053.084789;-27.785021; 4.81; 4.00; 5.17;-19.59;-19.88;-19.37
053.08835611;-27.87592889;z5_GSD_35937       ;HRG14 J033221.21-275233.3;053.088356;-27.875929; 4.81; 1.05; 5.06;-18.52;-18.81;-18.16
053.21115500;-27.77510306;z5_GSD_8019        ;HRG14 J033250.68-274630.4;053.211155;-27.775103; 4.81; 4.67; 4.98;-19.44;-19.55;-19.34
053.18906000;-27.77701194;z5_GSD_8585        ;HRG14 J033245.37-274637.2;053.189060;-27.777012; 4.81; 4.67; 4.97;-19.84;-19.97;-19.72
053.13755000;-27.75516889;z5_GSD_3128        ;HRG14 J033233.01-274518.6;053.137550;-27.755169; 4.81; 4.70; 5.05;-20.78;-20.98;-20.71
053.18880111;-27.77709194;z5_GSD_8586        ;HRG14 J033245.31-274637.5;053.188801;-27.777092; 4.82; 4.68; 4.98;-20.48;-20.59;-20.34
053.11233111;-27.75952889;z5_GSD_3918        ;HRG14 J033226.96-274534.3;053.112331;-27.759529; 4.82; 4.60; 5.08;-19.23;-19.36;-19.05
053.18752306;-27.73635694;z5_GSD_249         ;HRG14 J033245.01-274410.9;053.187523;-27.736357; 4.82; 0.83; 5.01;-18.64;-18.82;-18.24
053.17641806;-27.83651000;z5_GSD_28124       ;HRG14 J033242.34-275011.4;053.176418;-27.836510; 4.82; 4.65; 5.01;-20.71;-20.85;-20.58
053.04332000;-27.79087306;z5_GSD_13315       ;HRG14 J033210.40-274727.1;053.043320;-27.790873; 4.82; 4.35; 5.08;-18.95;-19.05;-18.61
053.09714500;-27.76869194;z5_GSD_6055        ;HRG14 J033223.31-274607.3;053.097145;-27.768692; 4.83; 4.58; 5.02;-20.88;-20.97;-20.71
053.09897194;-27.75493194;z5_GSD_2902        ;HRG14 J033223.75-274517.8;053.098972;-27.754932; 4.83; 4.62; 5.06;-18.92;-19.10;-18.81
053.02175889;-27.78751000;z5_GSD_12194       ;HRG14 J033205.22-274715.0;053.021759;-27.787510; 4.84; 4.62; 5.17;-20.84;-21.06;-20.66
053.08306889;-27.86902194;z5_GSD_35240       ;HRG14 J033219.94-275208.5;053.083069;-27.869022; 4.84; 2.54; 5.24;-18.35;-18.85;-18.05
053.17774611;-27.82749389;z5_GSD_25098       ;HRG14 J033242.66-274939.0;053.177746;-27.827494; 4.84; 4.70; 5.04;-20.75;-20.88;-20.63
053.06155806;-27.79728306;z5_GSD_15402       ;HRG14 J033214.77-274750.2;053.061558;-27.797283; 4.84; 3.10; 5.07;-18.88;-19.12;-18.51
053.16716000;-27.75985889;z5_GSD_3957        ;HRG14 J033240.12-274535.5;053.167160;-27.759859; 4.84; 4.71; 4.95;-20.98;-21.06;-20.88
053.10041000;-27.77117694;z5_GSD_6798        ;HRG14 J033224.10-274616.2;053.100410;-27.771177; 4.84; 4.50; 5.07;-19.28;-19.44;-19.08
053.14275000;-27.76100000;z5_GSD_4210        ;HRG14 J033234.26-274539.6;053.142750;-27.761000; 4.85; 0.93; 5.13;-18.97;-19.12;-18.62
053.03671611;-27.80532806;z5_GSD_18204       ;HRG14 J033208.81-274819.2;053.036716;-27.805328; 4.85; 4.76; 4.99;-19.91;-20.01;-19.85
053.03623194;-27.78630306;z5_GSD_11738       ;HRG14 J033208.70-274710.7;053.036232;-27.786303; 4.86; 4.72; 4.98;-20.21;-20.29;-20.12
053.12446194;-27.78799611;z5_GSD_12348       ;HRG14 J033229.87-274716.8;053.124462;-27.787996; 4.86; 0.97; 5.11;-19.48;-19.62;-18.86
053.13892000;-27.81468194;z5_GSD_21043       ;HRG14 J033233.34-274852.9;053.138920;-27.814682; 4.86; 0.82; 5.33;-18.01;-18.60;-17.75
053.06655889;-27.80154806;z5_GSD_16845       ;HRG14 J033215.97-274805.6;053.066559;-27.801548; 4.87; 4.77; 5.03;-20.30;-20.42;-20.24
053.07961694;-27.84769611;z5_GSD_31236       ;HRG14 J033219.11-275051.7;053.079617;-27.847696; 4.87; 1.13; 5.15;-19.39;-19.67;-19.24
053.10846306;-27.79370306;z5_GSD_14278       ;HRG14 J033226.03-274737.3;053.108463;-27.793703; 4.87; 0.79; 5.13;-19.23;-19.54;-18.73
053.14363111;-27.83593611;z5_GSD_27954       ;HRG14 J033234.47-275009.4;053.143631;-27.835936; 4.87; 4.61; 5.12;-19.33;-19.43;-19.07
053.07534389;-27.86319889;z5_GSD_34423       ;HRG14 J033218.08-275147.5;053.075344;-27.863199; 4.88; 0.85; 5.19;-18.78;-18.99;-18.29
053.07611806;-27.78666306;z5_GSD_11875       ;HRG14 J033218.27-274712.0;053.076118;-27.786663; 4.88; 4.50; 5.18;-18.71;-18.82;-18.35
053.17260389;-27.83561500;z5_GSD_27850       ;HRG14 J033241.42-275008.2;053.172604;-27.835615; 4.88; 1.31; 5.21;-18.68;-18.86;-18.13
053.15748194;-27.74407194;z5_GSD_1146        ;HRG14 J033237.80-274438.7;053.157482;-27.744072; 4.89; 4.72; 5.07;-19.54;-19.66;-19.36
053.02323500;-27.78300111;z5_GSD_10625       ;HRG14 J033205.58-274658.8;053.023235;-27.783001; 4.89; 1.03; 5.18;-17.81;-18.22;-17.52
053.19689194;-27.76045194;z5_GSD_4076        ;HRG14 J033247.25-274537.6;053.196892;-27.760452; 4.89; 3.84; 5.23;-19.02;-19.30;-18.55
053.05669389;-27.83632500;z5_GSD_28076       ;HRG14 J033213.61-275010.8;053.056694;-27.836325; 4.89; 3.29; 5.21;-18.53;-18.79;-18.00
053.09516500;-27.79097194;z5_GSD_13327       ;HRG14 J033222.84-274727.5;053.095165;-27.790972; 4.89; 1.21; 5.29;-18.45;-18.74;-17.90
053.06272500;-27.87740111;z5_GSD_36048       ;HRG14 J033215.05-275238.6;053.062725;-27.877401; 4.90; 4.74; 5.12;-20.17;-20.27;-20.05
053.18139306;-27.82200111;z5_GSD_23333       ;HRG14 J033243.53-274919.2;053.181393;-27.822001; 4.90; 4.78; 5.03;-20.65;-20.70;-20.51
053.20908000;-27.77253889;z5_GSD_7193        ;HRG14 J033250.18-274621.1;053.209080;-27.772539; 4.90; 4.80; 5.06;-19.43;-19.55;-19.36
053.12949000;-27.85495194;z5_GSD_32864       ;HRG14 J033231.08-275117.8;053.129490;-27.854952; 4.91; 4.77; 5.10;-20.46;-20.54;-20.32
053.10361500;-27.80972889;z5_GSD_19427       ;HRG14 J033224.87-274835.0;053.103615;-27.809729; 4.91; 4.05; 5.26;-19.01;-19.15;-18.57
053.16728194;-27.75265694;z5_GSD_2421        ;HRG14 J033240.15-274509.6;053.167282;-27.752657; 4.92; 3.68; 5.15;-19.17;-19.36;-19.02
053.14213889;-27.82548111;z5_GSD_24475       ;HRG14 J033234.11-274931.7;053.142139;-27.825481; 4.92; 1.08; 5.26;-19.02;-19.23;-18.78
053.03595694;-27.80422806;z5_GSD_17733       ;HRG14 J033208.63-274815.2;053.035957;-27.804228; 4.92; 4.45; 5.19;-18.61;-18.83;-18.29
053.11230111;-27.76305389;z5_GSD_4626        ;HRG14 J033226.95-274547.0;053.112301;-27.763054; 4.92; 0.72; 5.09;-19.09;-19.20;-18.39
053.12324500;-27.77120000;z5_GSD_6791        ;HRG14 J033229.58-274616.3;053.123245;-27.771200; 4.92; 4.77; 5.21;-19.52;-19.67;-19.37
053.08799694;-27.81312389;z5_GSD_20547       ;HRG14 J033221.12-274847.2;053.087997;-27.813124; 4.92; 4.81; 5.10;-19.99;-20.07;-19.86
053.07069389;-27.83076694;z5_GSD_26226       ;HRG14 J033216.97-274950.8;053.070694;-27.830767; 4.92; 0.93; 5.52;-18.32;-18.81;-17.90
053.10273694;-27.79198500;z5_GSD_13706       ;HRG14 J033224.66-274731.1;053.102737;-27.791985; 4.92; 4.53; 5.25;-19.12;-19.32;-18.87
053.17002500;-27.73649806;z5_GSD_450         ;HRG14 J033240.81-274411.4;053.170025;-27.736498; 4.92; 4.49; 5.13;-18.98;-19.16;-18.77
